dataset,model,batch_no,model_id,stage,error
lex_scotus,mixtral_8x22b,2,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe538-1f2e14747ed01cf16bc91ec0;e85c907a-eedd-4bae-9304-e228b59d93dd)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,3,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe539-08f0846b4b4f6ff40a6d0e88;600d4254-8b42-4785-8507-261467591454)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,3,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe539-4a3eca9758f5a188548b746e;6829ed84-c22f-44d1-a348-775a51d4d8d3)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,4,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53a-363f17cc073d4cb62a36b2b1;b6be9139-9ba6-4af7-acd9-b7450ed138f5)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,4,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53a-48c80336762e6de360c695e2;68bfef43-2b1b-4757-92f1-7bada42e48f6)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,5,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53a-7e1eb41f31d20fb655127291;3e2f1b78-acde-42c9-a660-a6024381549f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,5,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53b-7160f0c079a4ac115f4ef389;018b9752-f5ca-436c-904f-489f94dde719)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,6,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53b-0ce7294c0b024d2b14094e76;06c0712f-5790-444f-9e6e-7177a3d1995f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,6,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53b-7157c71b5b0e7d79759d774f;88d608bf-d970-4fcd-8df2-88c53090348a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,7,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53c-487a5b3979534a7369ec7d1b;1c99b72b-d4eb-4bf1-9b1c-ce1a5b386686)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,7,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53c-6edf35c6592de70613e6698a;d1bbd4e9-bbb0-4b45-ab4d-a151ccb53415)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,8,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53c-7760ccb6523df3610bb21b17;6691c22c-3349-468d-a11c-b4aa624223c4)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,8,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53c-571159da72c008ee1112d5e0;455935b7-f5b7-4d15-8385-1cfaefff0e05)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,9,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53d-58076ec00a2fdc753053f76d;f501fc47-a72f-4890-8acf-af8f2b98447d)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,9,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53d-012961e317fb1c7d3d889595;c625e11d-25bc-4151-8de0-d7700dea5a9a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,10,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53d-0d8b5b685b653a6f684df464;2f91ecf5-5d47-4372-8e9d-8f0e586f79b6)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,10,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53e-6f8c94540bc3da9f1a2d71e4;07a64b6e-a94c-4db6-9529-3181c38757d7)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,11,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53e-0b493f8b7a0c535a3f307a3c;2ede68ef-5a48-4d42-b93c-ba29bee92e0a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,11,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53e-153ecd135018505e75ee3f7a;ed54a9eb-6e5d-4b07-a6c9-ae777490af2e)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,12,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53f-655c430e3b99fd967665b6ca;a373a64a-de8d-4905-ad72-163da58de129)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,12,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53f-18d034c326e70df601204797;d26c8cb6-7abe-4f81-849c-e9ab3494f67b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,13,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe53f-08f7e85243e2973362e1a88a;afb3ef43-d817-4ac8-a142-70112c69da96)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,13,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe540-750d73b83bebbe9d0552ef24;b2350c67-94c0-4558-b258-3b1894440857)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,14,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe540-24ca871537a228ad06977cbf;7446c3e9-3d02-489f-a925-0410b5dcdcd1)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,14,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe540-260b3d8140a02edd6cc3d05e;30ffb5b2-617c-4af2-a662-2e8f42ba7938)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,15,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe541-322ed39f1475b7f7116fca5c;19c41d3f-b1d1-44c8-b4fd-1b103cf3f522)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,15,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe541-3e0d28151452118a097bf9b6;115d4a68-0596-4db1-bef1-fd5a85d3202b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,16,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe541-2785bab26f782dd4415f3d3e;974ac044-7cd2-4564-a9db-0337fd87ff9b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,16,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe542-4b988135009acaaf728bcf12;353347c9-85c1-4fd3-a59a-042a7a511933)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,17,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe542-56a54e0438a50c4a27623f3f;2c01b996-671d-4081-a604-c03fc9cdcf08)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
lex_scotus,mixtral_8x22b,17,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/nscale/v1/chat/completions (Request ID: Root=1-69ebe542-37d8aba06bb7b2b739b0eea8;5d54ec61-301a-40a4-a8ec-bfe54419b1cc)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,1,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe543-07621e58727cb223378e1448;19aed1eb-7ed1-441a-a004-2f98fc81a8e1)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,1,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe543-0b2ea5ed45fe9b793b846a84;e2c1d0fa-d15d-46e7-b190-4c2d119856db)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,2,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe543-308595f0490abdb7577ff49f;503f0c25-3e55-4ac1-bf0c-885524836a00)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,2,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe543-41ba7b706df07cda013b1f23;5bf05ddc-f799-4560-aef1-65012a23e262)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,3,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe543-036262166b0f0a034c67079d;21b45428-383e-452e-a8df-fc64072f3f86)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,3,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe544-01b1896828441f1b356fee70;ce3ef29f-569b-45b0-95eb-2df485351c7c)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe544-47226f5a3dd2e02623862678;5ef5d902-9985-4167-8c8b-7861cef8749f)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,4,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe544-0650ea2b5bf698e33a2746ee;d5b31ad6-0181-4390-9aa4-d74296285cb1)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe544-1ad4ead626afd92b18787aa0;61c6993e-9b69-41c0-861f-17359d89f8ff)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,5,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe544-741fdd451028789636736844;35260785-87fb-45db-98dc-b2ebc8e539ac)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,6,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe544-55f3cc4760e5d5f21b83b395;f691070d-617c-44a6-9ddc-1e81afd34c87)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,6,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe545-424fdb9159b481a45ba6cb97;35e8b0c8-000b-4ef4-87db-1bc002ed6041)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,7,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe545-5356c56622244f6143d66e63;398ddf3c-6b69-4044-baf8-404bab9c40fb)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,7,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe545-20fc655d48ee98054abcbf12;a85b7a52-d101-4c14-af64-f9a746967e5d)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,8,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe545-5d1d45cb52ff8ed878a90e74;539ddb18-40cf-4672-b342-9541cd80b104)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,8,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe545-7a029d9f0c43c78159b8ec94;c2973258-9921-4800-ab90-850c9fa5a230)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,9,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe546-3c9edf526d14f2fc6dba7ebe;6739e3d8-29a4-48c4-b22a-7b8ac9011ff5)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,9,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe546-776118930e4a4c560d64b9a2;654d10aa-f606-4de3-99b3-811340b4d046)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,10,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe546-3047f0b52153ecdf29c87b54;0973929a-f96b-4d88-9878-07c799ce0d9c)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,10,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe546-3140afbd3920cb0044e080ba;00aa5676-c9f5-436c-8cf3-f4394603a0ea)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,11,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe546-29a9bd1e330635fd40c14751;a4346dc6-c7d0-480b-b557-384be36e25d0)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,11,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe546-25a1a52643a5c3017574043c;7c6c8cf6-82b5-4611-94f1-dd1266373f27)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,12,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe547-6d5cf1c45afaac0162c0e388;973b5655-1b77-4f7a-84a7-1a3c09694cd9)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,12,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe547-6235fd531e0007ac45662916;b98f6ee9-8d74-47ec-a043-a35557ed4e1b)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,13,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe547-44381fd50b9b6d4c3288213c;7a3ea2e3-49ee-4df3-b4c7-dd2a53f0785c)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,13,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe547-20484f151cd42ee677546de0;c5b04d66-84a0-49d7-acad-f38a979431a5)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,14,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe547-607d57ce093efd2a07859cca;06e800d6-1e94-418c-8a37-d15dfbcbc363)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,14,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe547-02d1a2575b3f95d369c837f3;3c559ce3-fd99-4a8b-827f-b9df036f7286)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,15,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe548-34ea61d2273fec1834009b4b;8284b723-3803-426c-9dfc-ac02e3341411)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,15,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe548-0b383d4d3de5ebbc38c48589;996a2f39-5f6f-4b6b-8753-1826237f9727)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,16,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe548-03f9182a1661b0bb26a93125;3de0b45b-93fc-4e60-a337-eaaf0307e564)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,16,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe548-5c3b88a9047b5d286604c084;7ace3d1a-fffe-4f15-925b-f274836f9e12)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,17,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe548-35ef1b9926adb9f864c308de;d72dc141-fe18-4602-9ce2-691af6d8e7f3)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,qwen_1_5b,17,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/featherless-ai/v1/chat/completions (Request ID: Root=1-69ebe548-5858cf4e14b368de13a622b0;23a62704-1e49-49ce-abf5-ac6d87a8b37a)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,llama_8b,1,meta-llama/Llama-3.1-8B-Instruct,with_logprobs,"402 Client Error: Payment Required for url: https://router.huggingface.co/novita/v3/openai/chat/completions (Request ID: Root=1-69ebe549-3568a11140ba5bda3387d9cd;65c138cc-2459-47df-a110-07e29e9c3288)

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
